"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"18.09.2018","39,50","40,75","39,50","39,50","","-0,95%"
"17.09.2018","39,88","39,12","39,88","39,88","","2,57%"
"14.09.2018","38,88","38,62","38,88","38,88","","0,99%"
"13.09.2018","38,50","38,75","38,50","38,50","","1,99%"
"12.09.2018","37,75","38,25","37,75","37,75","","-1,64%"
"11.09.2018","38,38","37,62","38,38","38,38","","3,73%"
"10.09.2018","37,00","37,50","37,00","37,00","","2,07%"
"07.09.2018","36,25","37,25","36,25","36,25","","-0,68%"
"06.09.2018","36,50","37,75","36,50","36,50","","-4,58%"
"05.09.2018","38,25","39,75","38,25","38,25","","0,00%"
"04.09.2018","38,25","39,75","38,25","38,25","","1,32%"
"03.09.2018","37,75","37,75","37,75","37,75","","1,34%"
"31.08.2018","37,25","38,25","37,25","37,25","","-5,70%"
"30.08.2018","39,50","39,00","39,50","39,50","","15,84%"
"29.08.2018","34,10","32,95","34,10","34,10","","2,56%"
"28.08.2018","33,25","32,55","33,25","33,25","","2,62%"
"27.08.2018","32,40","31,90","32,40","32,40","","2,47%"
"24.08.2018","31,62","30,67","31,62","31,62","","2,07%"
"23.08.2018","30,98","30,67","30,98","30,98","","0,91%"
"22.08.2018","30,70","30,60","30,70","30,70","","1,22%"
"21.08.2018","30,33","29,98","30,33","30,33","","1,61%"
"17.08.2018","29,85","29,65","29,85","29,85","","0,78%"
"16.08.2018","29,62","29,62","29,62","29,62","","-0,44%"
"15.08.2018","29,75","29,45","29,75","29,75","","1,71%"
"14.08.2018","29,25","29,45","29,25","29,25","","-1,35%"
"13.08.2018","29,65","29,75","29,65","29,65","","2,42%"
"10.08.2018","28,95","28,80","28,95","28,95","","3,69%"
"09.08.2018","27,92","27,88","27,92","27,92","","0,54%"
"08.08.2018","27,77","27,88","27,77","27,77","","0,14%"
"07.08.2018","27,73","27,92","27,73","27,73","","-1,25%"
"06.08.2018","28,08","28,12","28,08","28,08","","0,21%"
"03.08.2018","28,02","28,12","28,02","28,02","","-0,36%"
"02.08.2018","28,12","28,32","28,12","28,12","","-0,18%"
"01.08.2018","28,17","28,48","28,17","28,17","","-0,21%"
"31.07.2018","28,23","28,38","28,23","28,23","","-0,53%"
"30.07.2018","28,38","28,57","28,38","28,38","","-0,70%"
"27.07.2018","28,58","28,58","28,58","28,58","","0,21%"
"26.07.2018","28,52","28,62","28,52","28,52","","-0,21%"
"25.07.2018","28,58","28,52","28,58","28,58","","0,00%"
"24.07.2018","28,58","28,67","28,58","28,58","","-0,24%"
"23.07.2018","28,65","28,83","28,65","28,65","","-0,28%"
"20.07.2018","28,73","28,83","28,73","28,73","","0,38%"
"19.07.2018","28,62","28,82","28,62","28,62","","0,00%"
"18.07.2018","28,62","28,82","28,62","28,62","","-0,52%"
"17.07.2018","28,77","29,02","28,77","28,77","","-0,21%"
"16.07.2018","28,83","28,73","28,83","28,83","","0,52%"
"13.07.2018","28,68","28,86","28,68","28,68","","0,91%"
"12.07.2018","28,42","28,88","28,42","28,42","","0,04%"
"11.07.2018","28,41","28,88","28,41","28,41","","-0,25%"
"10.07.2018","28,48","28,88","28,48","28,48","","-1,39%"
"06.07.2018","28,88","28,88","28,88","28,88","","0,00%"
"05.07.2018","28,88","29,02","28,88","28,88","","-0,14%"
"04.07.2018","28,92","28,77","28,92","28,92","","-0,10%"
"03.07.2018","28,95","28,80","28,95","28,95","","0,10%"
"02.07.2018","28,92","28,92","28,92","28,92","","0,07%"
"29.06.2018","28,90","28,20","28,90","28,90","","2,77%"
"28.06.2018","28,12","28,17","28,12","28,12","","0,72%"
"27.06.2018","27,92","28,12","27,92","27,92","","-0,11%"
"26.06.2018","27,95","27,85","27,95","27,95","","0,11%"
"25.06.2018","27,92","27,88","27,92","27,92","","0,00%"
"22.06.2018","27,92","27,88","27,92","27,92","","-0,11%"
"21.06.2018","27,95","27,90","27,95","27,95","","-1,24%"
"19.06.2018","28,30","28,15","28,30","28,30","","0,71%"
"18.06.2018","28,10","28,00","28,10","28,10","","0,18%"
"15.06.2018","28,05","27,65","28,05","28,05","","0,72%"
"14.06.2018","27,85","27,20","27,85","27,85","","4,78%"
"13.06.2018","26,58","26,12","26,58","26,58","","1,18%"
"12.06.2018","26,27","26,27","26,27","26,27","","0,84%"
"11.06.2018","26,05","25,90","26,05","26,05","","1,09%"
"08.06.2018","25,77","25,73","25,77","25,77","","0,98%"
"07.06.2018","25,52","25,67","25,52","25,52","","0,00%"
"06.06.2018","25,52","25,77","25,52","25,52","","-1,39%"
"05.06.2018","25,88","26,02","25,88","25,88","","-0,38%"
"04.06.2018","25,98","26,02","25,98","25,98","","0,00%"
"01.06.2018","25,98","26,02","25,98","25,98","","0,12%"
"31.05.2018","25,95","25,97","25,95","25,95","","0,27%"
"30.05.2018","25,88","25,97","25,88","25,88","","0,19%"
"29.05.2018","25,83","26,02","25,83","25,83","","0,00%"
"28.05.2018","25,83","25,73","25,83","25,83","","1,21%"
"24.05.2018","25,52","25,42","25,52","25,52","","0,55%"
"23.05.2018","25,38","25,42","25,38","25,38","","0,00%"
"22.05.2018","25,38","25,42","25,38","25,38","","0,12%"
"21.05.2018","25,35","25,25","25,35","25,35","","-0,12%"
"18.05.2018","25,38","25,52","25,38","25,38","","0,91%"
"17.05.2018","25,15","25,45","25,15","25,15","","0,80%"
"16.05.2018","24,95","24,55","24,95","24,95","","0,81%"
"15.05.2018","24,75","26,25","24,75","24,75","","-7,30%"
"14.05.2018","26,70","25,20","26,70","26,70","","10,33%"
"11.05.2018","24,20","23,25","24,20","24,20","","4,00%"
"10.05.2018","23,27","23,23","23,27","23,27","","0,74%"
"09.05.2018","23,10","22,70","23,10","23,10","","1,90%"
"08.05.2018","22,67","22,67","22,67","22,67","","3,14%"
"07.05.2018","21,98","21,67","21,98","21,98","","1,43%"
"04.05.2018","21,67","21,73","21,67","21,67","","0,79%"
"03.05.2018","21,50","21,55","21,50","21,50","","1,99%"
"02.05.2018","21,08","20,92","21,08","21,08","","1,10%"
"27.04.2018","20,85","20,95","20,85","20,85","","0,92%"
"26.04.2018","20,66","20,72","20,66","20,66","","0,58%"
"25.04.2018","20,54","20,58","20,54","20,54","","-0,10%"
"24.04.2018","20,56","20,59","20,56","20,56","","0,05%"
"23.04.2018","20,55","20,62","20,55","20,55","","0,00%"
"20.04.2018","20,55","20,57","20,55","20,55","","0,15%"
"19.04.2018","20,52","20,55","20,52","20,52","","-0,39%"
"18.04.2018","20,60","20,65","20,60","20,60","","0,05%"
"17.04.2018","20,59","20,62","20,59","20,59","","0,68%"
"16.04.2018","20,45","20,52","20,45","20,45","","0,00%"
"13.04.2018","20,45","20,51","20,45","20,45","","0,00%"
"12.04.2018","20,45","20,48","20,45","20,45","","0,20%"
"11.04.2018","20,41","20,47","20,41","20,41","","0,15%"
"10.04.2018","20,38","20,67","20,38","20,38","","-0,49%"
"09.04.2018","20,48","20,67","20,48","20,48","","-0,68%"
"06.04.2018","20,62","20,45","20,62","20,62","","1,33%"
"05.04.2018","20,35","20,59","20,35","20,35","","-1,12%"
"04.04.2018","20,58","20,83","20,58","20,58","","-1,06%"
"03.04.2018","20,80","20,80","20,80","20,80","","0,34%"
"28.03.2018","20,73","20,74","20,73","20,73","","0,00%"
"27.03.2018","20,73","20,87","20,73","20,73","","-0,58%"
"26.03.2018","20,85","20,91","20,85","20,85","","-0,29%"
"23.03.2018","20,91","20,91","20,91","20,91","","0,14%"
"22.03.2018","20,88","20,99","20,88","20,88","","-0,33%"
"21.03.2018","20,95","21,02","20,95","20,95","","0,00%"
"20.03.2018","20,95","21,00","20,95","20,95","","0,24%"
"19.03.2018","20,90","20,91","20,90","20,90","","0,14%"
"16.03.2018","20,87","20,91","20,87","20,87","","0,34%"
"15.03.2018","20,80","20,79","20,80","20,80","","0,29%"
"14.03.2018","20,74","20,69","20,74","20,74","","0,44%"
"13.03.2018","20,65","20,66","20,65","20,65","","-0,05%"
"12.03.2018","20,66","20,62","20,66","20,66","","0,34%"
"09.03.2018","20,59","20,55","20,59","20,59","","0,54%"
"08.03.2018","20,48","20,55","20,48","20,48","","0,00%"
"07.03.2018","20,48","20,45","20,48","20,48","","0,34%"
"06.03.2018","20,41","20,30","20,41","20,41","","0,74%"
"05.03.2018","20,26","20,42","20,26","20,26","","-0,59%"
"02.03.2018","20,38","20,27","20,38","20,38","","0,59%"
"01.03.2018","20,26","20,27","20,26","20,26","","0,10%"
"28.02.2018","20,24","20,27","20,24","20,24","","-0,10%"
"27.02.2018","20,26","20,27","20,26","20,26","","-0,39%"
"26.02.2018","20,34","20,27","20,34","20,34","","1,29%"
"23.02.2018","20,08","20,27","20,08","20,08","","0,15%"
"22.02.2018","20,05","20,27","20,05","20,05","","-0,20%"
"21.02.2018","20,09","20,27","20,09","20,09","","-0,20%"
"20.02.2018","20,13","20,27","20,13","20,13","","-0,35%"
"19.02.2018","20,20","20,27","20,20","20,20","","1,61%"
"16.02.2018","19,88","20,27","19,88","19,88","","0,20%"
"15.02.2018","19,84","20,27","19,84","19,84","","-0,50%"
"14.02.2018","19,94","20,27","19,94","19,94","","-1,29%"
"09.02.2018","20,20","20,27","20,20","20,20","","1,46%"
"08.02.2018","19,91","19,91","19,91","19,91","","0,40%"
"07.02.2018","19,83","19,98","19,83","19,83","","-0,20%"
"06.02.2018","19,87","19,98","19,87","19,87","","-0,15%"
"05.02.2018","19,90","19,99","19,90","19,90","","0,00%"
"02.02.2018","19,90","19,95","19,90","19,90","","-0,05%"
"01.02.2018","19,91","19,95","19,91","19,91","","-0,05%"
"31.01.2018","19,92","20,02","19,92","19,92","","-0,50%"
"30.01.2018","20,02","20,08","20,02","20,02","","0,05%"
"29.01.2018","20,01","20,01","20,01","20,01","","0,30%"
"26.01.2018","19,95","19,95","19,95","19,95","","0,05%"
"25.01.2018","19,94","19,98","19,94","19,94","","-0,35%"
"24.01.2018","20,01","20,01","20,01","20,01","","0,81%"
"23.01.2018","19,85","19,98","19,85","19,85","","0,40%"
"22.01.2018","19,77","19,76","19,77","19,77","","0,56%"
"19.01.2018","19,66","19,73","19,66","19,66","","0,20%"
"18.01.2018","19,62","19,65","19,62","19,62","","0,15%"
"17.01.2018","19,59","19,65","19,59","19,59","","0,05%"
"16.01.2018","19,58","19,63","19,58","19,58","","-0,05%"
"15.01.2018","19,59","19,59","19,59","19,59","","0,36%"
"12.01.2018","19,52","19,48","19,52","19,52","","0,72%"
"11.01.2018","19,38","19,35","19,38","19,38","","0,41%"
"10.01.2018","19,30","19,38","19,30","19,30","","-1,13%"
"09.01.2018","19,52","19,66","19,52","19,52","","-0,15%"
"08.01.2018","19,55","19,59","19,55","19,55","","0,67%"
"05.01.2018","19,42","19,45","19,42","19,42","","0,21%"
"04.01.2018","19,38","19,37","19,38","19,38","","0,57%"
"03.01.2018","19,27","19,23","19,27","19,27","","0,21%"
"02.01.2018","19,23","19,19","19,23","19,23","","-0,16%"
